year,category,overallMotivation,id,firstname,surname,motivation,share
1977,medicine,,411,Roger,Guillemin,"""for their discoveries concerning the peptide hormone production of the brain""",4
1977,medicine,,412,"Andrew V.",Schally,"""for their discoveries concerning the peptide hormone production of the brain""",4
1977,medicine,,413,Rosalyn,Yalow,"""for the development of radioimmunoassays of peptide hormones""",2
1976,chemistry,,249,William,Lipscomb,"""for his studies on the structure of boranes illuminating problems of chemical bonding""",1
1976,economics,,688,Milton,Friedman,"""for his achievements in the fields of consumption analysis monetary history and theory and for his demonstration of the complexity of stabilization policy""",1
1976,literature,,652,Saul,Bellow,"""for the human understanding and subtle analysis of contemporary culture that are combined in his work""",1
1976,peace,,535,Betty,Williams,"""for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland""",2
1976,peace,,536,Mairead,Corrigan,"""for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland""",2
1976,physics,,105,Burton,Richter,"""for their pioneering work in the discovery of a heavy elementary particle of a new kind""",2
1976,physics,,106,"Samuel C.C.",Ting,"""for their pioneering work in the discovery of a heavy elementary particle of a new kind""",2
1976,medicine,,409,"Baruch S.",Blumberg,"""for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases""",2
1976,medicine,,410,"D. Carleton",Gajdusek,"""for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases""",2
1975,chemistry,,247,John,Cornforth,"""for his work on the stereochemistry of enzyme-catalyzed reactions""",2
1975,chemistry,,248,Vladimir,Prelog,"""for his research into the stereochemistry of organic molecules and reactions""",2
1975,economics,,686,"Leonid Vitaliyevich",Kantorovich,"""for their contributions to the theory of optimum allocation of resources""",2
1975,economics,,687,"Tjalling C.",Koopmans,"""for their contributions to the theory of optimum allocation of resources""",2
1975,literature,,651,Eugenio,Montale,"""for his distinctive poetry which with great artistic sensitivity has interpreted human values under the sign of an outlook on life with no illusions""",1
1975,peace,,534,Andrei,Sakharov,"""for his struggle for human rights in the Soviet Union for disarmament and cooperation between all nations""",1
1975,physics,,102,"Aage N.",Bohr,"""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection""",3
1975,physics,,103,"Ben R.",Mottelson,"""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection""",3
1975,physics,,104,James,Rainwater,"""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection""",3
1975,medicine,,406,David,Baltimore,"""for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell""",3
1975,medicine,,407,Renato,Dulbecco,"""for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell""",3
1975,medicine,,408,"Howard M.",Temin,"""for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell""",3
1974,chemistry,,246,"Paul J.",Flory,"""for his fundamental achievements both theoretical and experimental in the physical chemistry of the macromolecules""",1
1974,economics,,684,Gunnar,Myrdal,"""for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic social and institutional phenomena""",2
1974,economics,,685,Friedrich,"von Hayek","""for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic social and institutional phenomena""",2
1974,literature,,649,Eyvind,Johnson,"""for a narrative art far-seeing in lands and ages in the service of freedom""",2
1974,literature,,650,Harry,Martinson,"""for writings that catch the dewdrop and reflect the cosmos""",2
1974,peace,,532,Seán,MacBride,"""for his efforts to secure and develop human rights throughout the world""",2
1974,peace,,533,Eisaku,Sato,"""for his contribution to stabilize conditions in the Pacific rim area and for signing the Nuclear Non-Proliferation Treaty""",2
1974,physics,,100,Martin,Ryle,"""for their pioneering research in radio astrophysics: Ryle for his observations and inventions in particular of the aperture synthesis technique and Hewish for his decisive role in the discovery of pulsars""",2
1974,physics,,101,Antony,Hewish,"""for their pioneering research in radio astrophysics: Ryle for his observations and inventions in particular of the aperture synthesis technique and Hewish for his decisive role in the discovery of pulsars""",2
1974,medicine,,403,Albert,Claude,"""for their discoveries concerning the structural and functional organization of the cell""",3
1974,medicine,,404,Christian,"de Duve","""for their discoveries concerning the structural and functional organization of the cell""",3
1974,medicine,,405,"George E.",Palade,"""for their discoveries concerning the structural and functional organization of the cell""",3
1973,chemistry,,244,"Ernst Otto",Fischer,"""for their pioneering work performed independently on the chemistry of the organometallic so called sandwich compounds""",2
1973,chemistry,,245,Geoffrey,Wilkinson,"""for their pioneering work performed independently on the chemistry of the organometallic so called sandwich compounds""",2
1973,economics,,683,Wassily,Leontief,"""for the development of the input-output method and for its application to important economic problems""",1
1973,literature,,648,Patrick,White,"""for an epic and psychological narrative art which has introduced a new continent into literature""",1
1973,peace,,530,Henry,Kissinger,"""for jointly having negotiated a cease fire in Vietnam in 1973""",2
1973,peace,,531,"Le Duc Tho",,"""for jointly having negotiated a cease fire in Vietnam in 1973""",2
1973,physics,,97,Leo,Esaki,"""for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors respectively""",4
1973,physics,,98,Ivar,Giaever,"""for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors respectively""",4
1973,physics,,99,"Brian D.",Josephson,"""for his theoretical predictions of the properties of a supercurrent through a tunnel barrier in particular those phenomena which are generally known as the Josephson effects""",2
1973,medicine,,400,Karl,"von Frisch","""for their discoveries concerning organization and elicitation of individual and social behaviour patterns""",3
1973,medicine,,401,Konrad,Lorenz,"""for their discoveries concerning organization and elicitation of individual and social behaviour patterns""",3
1973,medicine,,402,Nikolaas,Tinbergen,"""for their discoveries concerning organization and elicitation of individual and social behaviour patterns""",3
1972,chemistry,,241,Christian,Anfinsen,"""for his work on ribonuclease especially concerning the connection between the amino acid sequence and the biologically active conformation""",2
1972,chemistry,,242,Stanford,Moore,"""for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule""",4
1972,chemistry,,243,"William H.",Stein,"""for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule""",4
1972,economics,,681,"John R.",Hicks,"""for their pioneering contributions to general economic equilibrium theory and welfare theory""",2
1972,economics,,682,"Kenneth J.",Arrow,"""for their pioneering contributions to general economic equilibrium theory and welfare theory""",2
1972,literature,,647,Heinrich,Böll,"""for his writing which through its combination of a broad perspective on his time and a sensitive skill in characterization has contributed to a renewal of German literature""",1
1972,physics,,66,John,Bardeen,"""for their jointly developed theory of superconductivity usually called the BCS-theory""",3
1972,physics,,95,"Leon N.",Cooper,"""for their jointly developed theory of superconductivity usually called the BCS-theory""",3
1972,physics,,96,Robert,Schrieffer,"""for their jointly developed theory of superconductivity usually called the BCS-theory""",3
1972,medicine,,398,"Gerald M.",Edelman,"""for their discoveries concerning the chemical structure of antibodies""",2
1972,medicine,,399,"Rodney R.",Porter,"""for their discoveries concerning the chemical structure of antibodies""",2
1971,chemistry,,240,Gerhard,Herzberg,"""for his contributions to the knowledge of electronic structure and geometry of molecules particularly free radicals""",1
1971,economics,,680,Simon,Kuznets,"""for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development""",1
1971,literature,,645,Pablo,Neruda,"""for a poetry that with the action of an elemental force brings alive a continent's destiny and dreams""",1
1971,peace,,529,Willy,Brandt,"""for paving the way for a meaningful dialogue between East and West""",1
1971,physics,,93,Dennis,Gabor,"""for his invention and development of the holographic method""",1
1971,medicine,,397,"Earl W.","Sutherland Jr.","""for his discoveries concerning the mechanisms of the action of hormones""",1
1970,chemistry,,239,Luis,Leloir,"""for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates""",1
1970,economics,,679,"Paul A.",Samuelson,"""for the scientific work through which he has developed static and dynamic economic theory and actively contributed to raising the level of analysis in economic science""",1
1970,literature,,644,Alexandr,Solzhenitsyn,"""for the ethical force with which he has pursued the indispensable traditions of Russian literature""",1
1970,peace,,528,Norman,Borlaug,"""for having given a well-founded hope - the green revolution""",1
1970,physics,,91,Hannes,Alfvén,"""for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics""",2
1970,physics,,92,Louis,Néel,"""for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics""",2
1970,medicine,,394,"Sir Bernard",Katz,"""for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation""",3
1970,medicine,,395,Ulf,"von Euler","""for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation""",3
1970,medicine,,396,Julius,Axelrod,"""for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation""",3
1969,chemistry,,237,Derek,Barton,"""for their contributions to the development of the concept of conformation and its application in chemistry""",2
1969,chemistry,,238,Odd,Hassel,"""for their contributions to the development of the concept of conformation and its application in chemistry""",2
1969,economics,,677,Ragnar,Frisch,"""for having developed and applied dynamic models for the analysis of economic processes""",2
1969,economics,,678,Jan,Tinbergen,"""for having developed and applied dynamic models for the analysis of economic processes""",2
1969,literature,,643,Samuel,Beckett,"""for his writing which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation""",1
1969,peace,,527,"International Labour Organization",,"""for creating international legislation insuring certain norms for working conditions in every country""",1
1969,physics,,90,Murray,Gell-Mann,"""for his contributions and discoveries concerning the classification of elementary particles and their interactions""",1
1969,medicine,,391,Max,Delbrück,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",3
1969,medicine,,392,"Alfred D.",Hershey,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",3
1969,medicine,,393,"Salvador E.",Luria,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",3
1968,chemistry,,236,Lars,Onsager,"""for the discovery of the reciprocal relations bearing his name which are fundamental for the thermodynamics of irreversible processes""",1
1968,literature,,642,Yasunari,Kawabata,"""for his narrative mastery which with great sensibility expresses the essence of the Japanese mind""",1
1968,peace,,526,René,Cassin,"""for his struggle to ensure the rights of man as stipulated in the UN Declaration""",1
1968,physics,,89,Luis,Alvarez,"""for his decisive contributions to elementary particle physics in particular the discovery of a large number of resonance states made possible through his development of the technique of using hydrogen bubble chamber and data analysis""",1
1968,medicine,,388,"Robert W.",Holley,"""for their interpretation of the genetic code and its function in protein synthesis""",3
1968,medicine,,389,"H. Gobind",Khorana,"""for their interpretation of the genetic code and its function in protein synthesis""",3
1968,medicine,,390,"Marshall W.",Nirenberg,"""for their interpretation of the genetic code and its function in protein synthesis""",3
1967,chemistry,,233,Manfred,Eigen,"""for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy""",2
1967,chemistry,,234,"Ronald G.W.",Norrish,"""for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy""",4
1967,chemistry,,235,George,Porter,"""for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy""",4
1967,literature,,641,"Miguel Angel",Asturias,"""for his vivid literary achievement deep-rooted in the national traits and traditions of Indian peoples of Latin America""",1
1967,physics,,88,Hans,Bethe,"""for his contributions to the theory of nuclear reactions especially his discoveries concerning the energy production in stars""",1
1967,medicine,,385,Ragnar,Granit,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",3
1967,medicine,,386,Keffer,Hartline,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",3
1967,medicine,,387,George,Wald,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",3
1966,chemistry,,232,"Robert S.",Mulliken,"""for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method""",1
1966,literature,,639,Shmuel,Agnon,"""for his profoundly characteristic narrative art with motifs from the life of the Jewish people""",2
1966,literature,,640,Nelly,Sachs,"""for her outstanding lyrical and dramatic writing which interprets Israel's destiny with touching strength""",2
1966,physics,,87,Alfred,Kastler,"""for the discovery and development of optical methods for studying Hertzian resonances in atoms""",1
1966,medicine,,383,Peyton,Rous,"""for his discovery of tumour-inducing viruses""",2
1966,medicine,,384,"Charles B.",Huggins,"""for his discoveries concerning hormonal treatment of prostatic cancer""",2
1965,chemistry,,231,"Robert B.",Woodward,"""for his outstanding achievements in the art of organic synthesis""",1
1965,literature,,638,Mikhail,Sholokhov,"""for the artistic power and integrity with which in his epic of the Don he has given expression to a historic phase in the life of the Russian people""",1
1965,peace,,525,"United Nations Children's Fund",,"""for its effort to enhance solidarity between nations and reduce the difference between rich and poor states""",1
1965,physics,,84,Sin-Itiro,Tomonaga,"""for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles""",3
1965,physics,,85,Julian,Schwinger,"""for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles""",3
1965,physics,,86,"Richard P.",Feynman,"""for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles""",3
1965,medicine,,380,François,Jacob,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",3
1965,medicine,,381,André,Lwoff,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",3
1965,medicine,,382,Jacques,Monod,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",3
1964,chemistry,,230,"Dorothy Crowfoot",Hodgkin,"""for her determinations by X-ray techniques of the structures of important biochemical substances""",1
1964,literature,,637,Jean-Paul,Sartre,"""for his work which rich in ideas and filled with the spirit of freedom and the quest for truth has exerted a far-reaching influence on our age""",1
1964,peace,,524,"Martin Luther","King Jr.","""for his non-violent struggle for civil rights for the Afro-American population""",1
1964,physics,,81,"Charles H.",Townes,"""for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",2
1964,physics,,82,"Nicolay G.",Basov,"""for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",4
1964,physics,,83,"Aleksandr M.",Prokhorov,"""for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",4
1964,medicine,,378,Konrad,Bloch,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",2
1964,medicine,,379,Feodor,Lynen,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",2
1963,chemistry,,228,Karl,Ziegler,"""for their discoveries in the field of the chemistry and technology of high polymers""",2
1963,chemistry,,229,Giulio,Natta,"""for their discoveries in the field of the chemistry and technology of high polymers""",2
1963,literature,,635,Giorgos,Seferis,"""for his eminent lyrical writing inspired by a deep feeling for the Hellenic world of culture""",1
1963,peace,,482,"International Committee of the Red Cross",,"""for promoting the principles of the Geneva Convention and cooperation with the UN""",2
1963,peace,,523,"League of Red Cross Societies",,"""for promoting the principles of the Geneva Convention and cooperation with the UN""",2
1963,physics,,78,Eugene,Wigner,"""for his contributions to the theory of the atomic nucleus and the elementary particles particularly through the discovery and application of fundamental symmetry principles""",2
1963,physics,,79,Maria,"Goeppert Mayer","""for their discoveries concerning nuclear shell structure""",4
1963,physics,,80,"J. Hans D.",Jensen,"""for their discoveries concerning nuclear shell structure""",4
1963,medicine,,375,"Sir John",Eccles,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",3
1963,medicine,,376,Alan,Hodgkin,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",3
1963,medicine,,377,Andrew,Huxley,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",3
1962,chemistry,,226,"Max F.",Perutz,"""for their studies of the structures of globular proteins""",2
1962,chemistry,,227,"John C.",Kendrew,"""for their studies of the structures of globular proteins""",2
1962,literature,,634,John,Steinbeck,"""for his realistic and imaginative writings combining as they do sympathetic humour and keen social perception""",1
1962,peace,,217,Linus,Pauling,"""for his fight against the nuclear arms race between East and West""",1
1962,physics,,77,Lev,Landau,"""for his pioneering theories for condensed matter especially liquid helium""",1
1962,medicine,,372,Francis,Crick,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",3
1962,medicine,,373,James,Watson,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",3
1962,medicine,,374,Maurice,Wilkins,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",3
1961,chemistry,,225,Melvin,Calvin,"""for his research on the carbon dioxide assimilation in plants""",1
1961,literature,,633,Ivo,Andric,"""for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country""",1
1961,peace,,520,Dag,Hammarskjöld,"""for developing the UN into an effective and constructive international organization capable of giving life to the principles and aims expressed in the UN Charter""",1
1961,physics,,75,Robert,Hofstadter,"""for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons""",2
1961,physics,,76,Rudolf,Mössbauer,"""for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name""",2
1961,medicine,,371,Georg,"von Békésy","""for his discoveries of the physical mechanism of stimulation within the cochlea""",1
1960,chemistry,,224,"Willard F.",Libby,"""for his method to use carbon-14 for age determination in archaeology geology geophysics and other branches of science""",1
1960,literature,,631,Saint-John,Perse,"""for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time""",1
1960,peace,,519,Albert,Lutuli,"""for his non-violent struggle against apartheid""",1
1960,physics,,74,"Donald A.",Glaser,"""for the invention of the bubble chamber""",1
1960,medicine,,369,"Sir Frank Macfarlane",Burnet,"""for discovery of acquired immunological tolerance""",2
1960,medicine,,370,Peter,Medawar,"""for discovery of acquired immunological tolerance""",2
1959,chemistry,,223,Jaroslav,Heyrovsky,"""for his discovery and development of the polarographic methods of analysis""",1
1959,literature,,630,Salvatore,Quasimodo,"""for his lyrical poetry which with classical fire expresses the tragic experience of life in our own times""",1
1959,peace,,518,Philip,Noel-Baker,"""for his longstanding contribution to the cause of disarmament and peace""",1
1959,physics,,72,Emilio,Segrè,"""for their discovery of the antiproton""",2
1959,physics,,73,Owen,Chamberlain,"""for their discovery of the antiproton""",2
1959,medicine,,367,Severo,Ochoa,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",2
1959,medicine,,368,Arthur,Kornberg,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",2
1958,chemistry,,222,Frederick,Sanger,"""for his work on the structure of proteins especially that of insulin""",1
1958,literature,,629,Boris,Pasternak,"""for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition""",1
1958,peace,,517,Georges,Pire,"""for his efforts to help refugees to leave their camps and return to a life of freedom and dignity""",1
1958,physics,,70,"Pavel A.",Cherenkov,"""for the discovery and the interpretation of the Cherenkov effect""",3
1958,physics,,71,"Igor Y.",Tamm,"""for the discovery and the interpretation of the Cherenkov effect""",3
1958,physics,,721,"Il´ja M.",Frank,"""for the discovery and the interpretation of the Cherenkov effect""",3
1958,medicine,,364,George,Beadle,"""for their discovery that genes act by regulating definite chemical events""",4
1958,medicine,,365,Edward,Tatum,"""for their discovery that genes act by regulating definite chemical events""",4
1958,medicine,,366,Joshua,Lederberg,"""for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria""",2
1957,chemistry,,221,Lord,Todd,"""for his work on nucleotides and nucleotide co-enzymes""",1
1957,literature,,628,Albert,Camus,"""for his important literary production which with clear-sighted earnestness illuminates the problems of the human conscience in our times""",1
1957,peace,,516,"Lester Bowles",Pearson,"""for his crucial contribution to the deployment of a United Nations Emergency Force in the wake of the Suez Crisis""",1
1957,physics,,68,"Chen Ning",Yang,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles""",2
1957,physics,,69,Tsung-Dao,Lee,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles""",2
1957,medicine,,363,Daniel,Bovet,"""for his discoveries relating to synthetic compounds that inhibit the action of certain body substances and especially their action on the vascular system and the skeletal muscles""",1
1956,chemistry,,219,"Sir Cyril",Hinshelwood,"""for their researches into the mechanism of chemical reactions""",2
1956,chemistry,,220,Nikolay,Semenov,"""for their researches into the mechanism of chemical reactions""",2
1956,literature,,627,"Juan Ramón",Jiménez,"""for his lyrical poetry which in Spanish language constitutes an example of high spirit and artistical purity""",1
1956,physics,,65,"William B.",Shockley,"""for their researches on semiconductors and their discovery of the transistor effect""",3
1956,physics,,66,John,Bardeen,"""for their researches on semiconductors and their discovery of the transistor effect""",3
1956,physics,,67,"Walter H.",Brattain,"""for their researches on semiconductors and their discovery of the transistor effect""",3
1956,medicine,,360,"André F.",Cournand,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",3
1956,medicine,,361,Werner,Forssmann,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",3
1956,medicine,,362,"Dickinson W.",Richards,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",3
1955,chemistry,,218,Vincent,"du Vigneaud","""for his work on biochemically important sulphur compounds especially for the first synthesis of a polypeptide hormone""",1
1955,literature,,626,Halldór,Laxness,"""for his vivid epic power which has renewed the great narrative art of Iceland""",1
1955,physics,,63,"Willis E.",Lamb,"""for his discoveries concerning the fine structure of the hydrogen spectrum""",2
1955,physics,,64,Polykarp,Kusch,"""for his precision determination of the magnetic moment of the electron""",2
1955,medicine,,359,Hugo,Theorell,"""for his discoveries concerning the nature and mode of action of oxidation enzymes""",1
1954,chemistry,,217,Linus,Pauling,"""for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances""",1
1954,literature,,625,Ernest,Hemingway,"""for his mastery of the art of narrative most recently demonstrated in <I>The Old Man and the Sea</I> and for the influence that he has exerted on contemporary style""",1
1954,peace,,515,"Office of the United Nations High Commissioner for Refugees",,"""for its efforts to heal the wounds of war by providing help and protection to refugees all over the world""",1
1954,physics,,61,Max,Born,"""for his fundamental research in quantum mechanics especially for his statistical interpretation of the wavefunction""",2
1954,physics,,62,Walther,Bothe,"""for the coincidence method and his discoveries made therewith""",2
1954,medicine,,356,"John F.",Enders,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",3
1954,medicine,,357,"Thomas H.",Weller,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",3
1954,medicine,,358,"Frederick C.",Robbins,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",3
1953,chemistry,,216,Hermann,Staudinger,"""for his discoveries in the field of macromolecular chemistry""",1
1953,literature,,624,Winston,Churchill,"""for his mastery of historical and biographical description as well as for brilliant oratory in defending exalted human values""",1
1953,peace,,514,"George C.",Marshall,"""for proposing and supervising the plan for the economic recovery of Europe""",1
1953,physics,,60,Frits,Zernike,"""for his demonstration of the phase contrast method especially for his invention of the phase contrast microscope""",1
1953,medicine,,354,Hans,Krebs,"""for his discovery of the citric acid cycle""",2
1953,medicine,,355,Fritz,Lipmann,"""for his discovery of co-enzyme A and its importance for intermediary metabolism""",2
1952,chemistry,,214,"Archer J.P.",Martin,"""for their invention of partition chromatography""",2
1952,chemistry,,215,"Richard L.M.",Synge,"""for their invention of partition chromatography""",2
1952,literature,,623,François,Mauriac,"""for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life""",1
1952,peace,,513,Albert,Schweitzer,"""for his altruism reverence for life and tireless humanitarian work which has helped making the idea of brotherhood between men and nations a living one""",1
1952,physics,,58,Felix,Bloch,"""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith""",2
1952,physics,,59,"E. M.",Purcell,"""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith""",2
1952,medicine,,353,"Selman A.",Waksman,"""for his discovery of streptomycin the first antibiotic effective against tuberculosis""",1
1951,chemistry,,212,"Edwin M.",McMillan,"""for their discoveries in the chemistry of the transuranium elements""",2
1951,chemistry,,213,"Glenn T.",Seaborg,"""for their discoveries in the chemistry of the transuranium elements""",2
1951,literature,,622,Pär,Lagerkvist,"""for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind""",1
1951,peace,,512,Léon,Jouhaux,"""for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations""",1
1951,physics,,56,John,Cockcroft,"""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles""",2
1951,physics,,57,"Ernest T.S.",Walton,"""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles""",2
1951,medicine,,352,Max,Theiler,"""for his discoveries concerning yellow fever and how to combat it""",1
1950,chemistry,,210,Otto,Diels,"""for their discovery and development of the diene synthesis""",2
1950,chemistry,,211,Kurt,Alder,"""for their discovery and development of the diene synthesis""",2
1950,literature,,621,Bertrand,Russell,"""in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought""",1
1950,peace,,511,Ralph,Bunche,"""for his work as mediator in Palestine in 1948-1949""",1
1950,physics,,55,Cecil,Powell,"""for his development of the photographic method of studying nuclear processes and his discoveries regarding mesons made with this method""",1
1950,medicine,,349,"Edward C.",Kendall,"""for their discoveries relating to the hormones of the adrenal cortex their structure and biological effects""",3
1950,medicine,,350,Tadeus,Reichstein,"""for their discoveries relating to the hormones of the adrenal cortex their structure and biological effects""",3
1950,medicine,,351,"Philip S.",Hench,"""for their discoveries relating to the hormones of the adrenal cortex their structure and biological effects""",3
1949,chemistry,,209,"William F.",Giauque,"""for his contributions in the field of chemical thermodynamics particularly concerning the behaviour of substances at extremely low temperatures""",1
1949,literature,,620,William,Faulkner,"""for his powerful and artistically unique contribution to the modern American novel""",1
1949,peace,,510,John,"Boyd Orr","""for his lifelong effort to conquer hunger and want thereby helping to remove a major cause of military conflict and war""",1
1949,physics,,54,Hideki,Yukawa,"""for his prediction of the existence of mesons on the basis of theoretical work on nuclear forces""",1
1949,medicine,,347,Walter,Hess,"""for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs""",2
1949,medicine,,348,Egas,Moniz,"""for his discovery of the therapeutic value of leucotomy in certain psychoses""",2
1948,chemistry,,208,Arne,Tiselius,"""for his research on electrophoresis and adsorption analysis especially for his discoveries concerning the complex nature of the serum proteins""",1
1948,literature,,619,T.S.,Eliot,"""for his outstanding pioneer contribution to present-day poetry""",1
1948,physics,,53,"Patrick M.S.",Blackett,"""for his development of the Wilson cloud chamber method and his discoveries therewith in the fields of nuclear physics and cosmic radiation""",1
1948,medicine,,346,Paul,Müller,"""for his discovery of the high efficiency of DDT as a contact poison against several arthropods""",1
1947,chemistry,,207,"Sir Robert",Robinson,"""for his investigations on plant products of biological importance especially the alkaloids""",1
1947,literature,,618,André,Gide,"""for his comprehensive and artistically significant writings in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight""",1
1947,peace,,508,"Friends Service Council",,"""for their pioneering work in the international peace movement and compassionate effort to relieve human suffering thereby promoting the fraternity between nations""",2
1947,peace,,509,"American Friends Service Committee",,"""for their pioneering work in the international peace movement and compassionate effort to relieve human suffering thereby promoting the fraternity between nations""",2
1947,physics,,52,"Edward V.",Appleton,"""for his investigations of the physics of the upper atmosphere especially for the discovery of the so-called Appleton layer""",1
1947,medicine,,343,Carl,Cori,"""for their discovery of the course of the catalytic conversion of glycogen""",4
1947,medicine,,344,Gerty,Cori,"""for their discovery of the course of the catalytic conversion of glycogen""",4
1947,medicine,,345,Bernardo,Houssay,"""for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar""",2
1946,chemistry,,204,"James B.",Sumner,"""for his discovery that enzymes can be crystallized""",2
1946,chemistry,,205,"John H.",Northrop,"""for their preparation of enzymes and virus proteins in a pure form""",4
1946,chemistry,,206,"Wendell M.",Stanley,"""for their preparation of enzymes and virus proteins in a pure form""",4
1946,literature,,617,Hermann,Hesse,"""for his inspired writings which while growing in boldness and penetration exemplify the classical humanitarian ideals and high qualities of style""",1
1946,peace,,506,"Emily Greene",Balch,"""for her lifelong work for the cause of peace""",2
